label,text
diabetes,Tingling in hands and feet with excessive thirst and frequent urination. I had something similar years ago. it's getting progressively worse.
Fungal infection,itchy moist area in skin folds with reddish discoloration. i've been feeling this way for about 11 days. it's moderate in intensity.
Bronchial Asthma,i have wheezing and difficulty breathing especially at night and during exercise. i've been feeling this way for about 10 days. it's moderate in intensity.
Migraine,unilateral throbbing headache with nausea vomiting and phonophobia. it's getting progressively worse.
allergy,allergic reaction with swollen lips itching and red blotchy skin.
Bronchial Asthma,Episodes of difficulty breathing with audible wheeze triggered by allergens. the symptoms are worsening daily. It started 1 days ago and hasn't improved.
Bronchial Asthma,Chronic cough at night with wheezing and feeling of suffocation. This has been going on for 3 weeks now. I also feel generally unwell.
diabetes,Extreme thirst with frequent trips to bathroom and slow healing wounds.
peptic ulcer disease,Burning stomach pain that gets worse when hungry and better after eating. This is the first time I've had this. I've been feeling this way for about 1 days.
Cervical spondylosis,chronic neck pain worse in the morning with shoulder blade discomfort.
Bronchial Asthma,Chronic cough at night with wheezing and feeling of suffocation. This has been going on for 1 weeks now. it's moderate in intensity.
gastroesophageal reflux disease,frequent heartburn with belching bloating and chest discomfort. it started 4 days ago and hasn't improved.
Acne,i have pimples and blackheads on my face chin and forehead. it fluctuates throughout the day.
Hypertension,persistent headaches with occasional nosebleeds and blurred vision. my family member had similar symptoms. this has been going on for 8 weeks now.
Acne,i have pimples and blackheads on my face chin and forehead. it's getting progressively worse. it started 12 days ago and hasn't improved.
Arthritis,bilateral joint swelling with tenderness and difficulty gripping objects. the symptoms are worsening daily.
drug reaction,Hives and swelling with itching that started after medication change. This has been going on for 8 weeks now. My appetite has decreased.
Arthritis,chronic joint pain with morning stiffness lasting more than an hour. it started 2 days ago and hasn't improved. my appetite has decreased.
Migraine,Intense pulsating pain in my head with aura visual disturbances and vomiting. My appetite has decreased. I noticed this around 6 days back. it's mild but persistent.
peptic ulcer disease,Burning pain between meals with bloating belching and poor appetite. This has been going on for 3 weeks now.
Dimorphic hemorrhoids(piles),I have painful swelling near my anus with bleeding during bowel movements. My appetite has decreased. I've been feeling this way for about 11 days. it's moderate in intensity.
Varicose veins,swollen veins on my lower legs with itching and a burning sensation. i tried home remedies but nothing helps. this has been going on for 1 weeks now.
gastroesophageal reflux disease,Heartburn that gets worse when lying down with regurgitation of food. it fluctuates throughout the day. It started 4 days ago and hasn't improved. I haven't been sleeping well because of this.
Acne,Frequent breakouts with inflamed pimples and oily skin on my face. I noticed this around 1 days back.
Migraine,one-sided head pain with zigzag visual patterns nausea and photophobia. it's getting progressively worse. i'm quite worried about it. this has been going on for 9 weeks now.
Malaria,intermittent fever with chills nausea vomiting and muscle pain. this has been going on for 10 weeks now.
Malaria,high fever alternating with chills and sweats with body pain and nausea. i noticed this around 2 days back. it's moderate in intensity.
gastroesophageal reflux disease,Burning in upper abdomen and chest with acidic taste especially at night. My appetite has decreased. it comes and goes.
Impetigo,Crusty skin lesions near mouth and chin that appeared after a scratch. I'm quite worried about it.
Common Cold,Runny nose sore throat and general feeling of being unwell. it's getting progressively worse. This is the first time I've had this.
Cervical spondylosis,Chronic neck pain worse in the morning with shoulder blade discomfort. This has been going on for 8 weeks now. My appetite has decreased.
Malaria,Periodic high temperature with headache and enlarged spleen area pain. I've been feeling this way for about 3 days. it's quite severe.
Common Cold,i caught a cold with blocked nose coughing and mild headache. it's getting progressively worse. i had something similar years ago. this has been going on for 6 weeks now.
Cervical spondylosis,Stiff neck with grinding sensation and headaches starting from the back of head. I've been feeling this way for about 1 days. This is the first time I've had this. it's moderate in intensity.
drug reaction,Allergic skin reaction with blistering after taking painkillers. the symptoms are worsening daily.
gastroesophageal reflux disease,Burning in upper abdomen and chest with acidic taste especially at night. I'm quite worried about it.
Bronchial Asthma,recurrent episodes of breathlessness with dry cough and wheezing. i tried home remedies but nothing helps.
Bronchial Asthma,Tight chest with shortness of breath and whistling sound when exhaling. it's mild but persistent. I noticed this around 10 days back.
allergy,nasal congestion with itchy watery eyes and scratchy throat from pet dander. it's mild but persistent. my family member had similar symptoms. i've been feeling this way for about 6 days.
Migraine,intense pulsating pain in my head with aura visual disturbances and vomiting. the symptoms are worsening daily. i've been feeling this way for about 10 days. my family member had similar symptoms.
Hypertension,frequent dizziness headaches and shortness of breath on exertion. it's quite severe. it started 9 days ago and hasn't improved.
Varicose veins,I have throbbing pain in my legs with spider veins spreading on my shins. I've been feeling this way for about 14 days. it's mild but persistent.
Jaundice,progressive yellowing of skin with itching fatigue and poor appetite. i had something similar years ago.
Pneumonia,persistent cough with rust-colored sputum fever and shortness of breath. i've been feeling this way for about 4 days.
Arthritis,swollen painful joints in my hands and knees with reduced range of motion. i've been more tired than usual. this has been going on for 6 weeks now. it fluctuates throughout the day.
drug reaction,Hives and swelling with itching that started after medication change. the symptoms are worsening daily.
drug reaction,i developed a rash and itching all over after starting a new medication. i haven't been sleeping well because of this. i noticed this around 9 days back. it's moderate in intensity.
urinary tract infection,Burning sensation when urinating with frequent urge to go and cloudy urine. it comes and goes. It's affecting my daily routine. I've been feeling this way for about 1 days.
Cervical spondylosis,chronic neck pain worse in the morning with shoulder blade discomfort. i've been feeling this way for about 8 days.
Impetigo,red sores on my face around nose and mouth that burst and form crusts. this is the first time i've had this. it started 12 days ago and hasn't improved.
Typhoid,I have sustained high fever for over a week with severe headache and fatigue. I've been feeling this way for about 5 days. it fluctuates throughout the day. I had something similar years ago.
drug reaction,red blotchy rash appeared hours after taking my new prescription. i've been feeling this way for about 8 days. it's affecting my daily routine.
Psoriasis,My nails have become pitted and ridged and I have plaques on my arms. it comes and goes. This has been going on for 5 weeks now.
gastroesophageal reflux disease,chronic chest burning with sour taste and difficulty swallowing. my family member had similar symptoms.
Impetigo,my child has honey-colored crusty sores spreading on the face and hands. i've been more tired than usual. i've been feeling this way for about 5 days. it's getting progressively worse.
Common Cold,i have a runny nose sneezing sore throat and mild cough. this is the first time i've had this. the symptoms are worsening daily. it started 13 days ago and hasn't improved.
Dengue,acute fever headache myalgia and petechial rash on arms. it's affecting my daily routine.
Pneumonia,High fever shaking chills and cough producing thick yellow mucus. I noticed this around 11 days back. I also feel generally unwell.
Common Cold,mild sore throat with runny nose and feeling a bit tired. it's mild but persistent.
Acne,deep painful cysts under the skin with multiple blackheads on nose. it's mild but persistent. i noticed this around 14 days back.
drug reaction,Fever and skin rash with joint pain after starting new medicine. I also feel generally unwell. the symptoms are worsening daily.
Bronchial Asthma,I have wheezing and difficulty breathing especially at night and during exercise. My family member had similar symptoms. it's quite severe. I noticed this around 1 days back.
Arthritis,My joints are stiff and painful especially in the morning and it takes hours to loosen up. I noticed this around 7 days back. it fluctuates throughout the day.
Varicose veins,Swollen veins on my lower legs with itching and a burning sensation. I also feel generally unwell. it's quite severe.
Psoriasis,My nails have become pitted and ridged and I have plaques on my arms. It started 4 days ago and hasn't improved. it's getting progressively worse.
drug reaction,i developed a rash and itching all over after starting a new medication. this is the first time i've had this. it's getting progressively worse. this has been going on for 13 weeks now.
Dimorphic hemorrhoids(piles),Itching and discomfort around the rectum with blood on toilet paper. it fluctuates throughout the day. It started 9 days ago and hasn't improved.
Common Cold,runny nose sore throat and general feeling of being unwell. it fluctuates throughout the day. this has been going on for 14 weeks now. i also feel generally unwell.
Chicken pox,Widespread itchy rash with blisters crusting over and new ones appearing. I've been feeling this way for about 11 days. it fluctuates throughout the day.
Cervical spondylosis,Pain in my neck spreading to arms with occasional muscle weakness. I've been more tired than usual.
Impetigo,crusty skin lesions near mouth and chin that appeared after a scratch. my appetite has decreased.
Cervical spondylosis,Grinding noise when turning neck with stiffness and arm weakness. it's getting progressively worse. This has been going on for 8 weeks now.
drug reaction,Itchy raised welts with facial swelling following drug administration. I've been feeling this way for about 13 days.
Malaria,Cyclical fever pattern with intense chills sweating and weakness. it comes and goes.
Fungal infection,Circular rash with clear center and red scaly border on my torso. it's getting progressively worse. I've been feeling this way for about 9 days.
Migraine,Unilateral throbbing headache with nausea vomiting and phonophobia. I've been feeling this way for about 10 days.
Dengue,i feel terrible with high fever body aches and a flat red rash appearing. i noticed this around 8 days back. i've been more tired than usual. it's getting progressively worse.
gastroesophageal reflux disease,persistent heartburn with globus sensation and epigastric burning. i've been feeling this way for about 7 days.
Dimorphic hemorrhoids(piles),swollen painful hemorrhoids that protrude during straining. it started 10 days ago and hasn't improved. the symptoms are worsening daily.
Jaundice,my skin and eyes have turned yellow with dark urine and pale stools. it started 14 days ago and hasn't improved. my appetite has decreased. it's mild but persistent.
Dengue,Severe fever with break-bone pain rash and swollen lymph nodes. This has been going on for 2 weeks now.
allergy,seasonal symptoms with runny nose itchy eyes and constant sneezing.
Impetigo,red painful sores that became crusty and are spreading to other areas. this has been going on for 5 weeks now. the symptoms are worsening daily.
Chicken pox,Fever followed by intensely itchy rash with small blisters all over body. This has been going on for 7 weeks now. it's moderate in intensity. I'm quite worried about it.
Migraine,one-sided head pain with zigzag visual patterns nausea and photophobia. it's affecting my daily routine.
Pneumonia,I can barely breathe with fever chills and coughing up thick mucus. it's moderate in intensity. This has been going on for 1 weeks now. I also feel generally unwell.
Migraine,Unilateral throbbing headache with nausea vomiting and phonophobia. I've been feeling this way for about 13 days.
peptic ulcer disease,Recurring gnawing abdominal pain with nausea and feeling of fullness. I had something similar years ago. It started 12 days ago and hasn't improved.
Acne,Deep painful cysts under the skin with multiple blackheads on nose. It started 2 days ago and hasn't improved.
gastroesophageal reflux disease,chest pain after meals with acid coming up into throat. i noticed this around 7 days back. it's quite severe.
gastroesophageal reflux disease,persistent heartburn with globus sensation and epigastric burning. i tried home remedies but nothing helps. it comes and goes. it started 10 days ago and hasn't improved.
peptic ulcer disease,Stomach pain relieved by food but returns hours later with bloating. it comes and goes. It's affecting my daily routine. This has been going on for 8 weeks now.
Impetigo,Red painful sores that became crusty and are spreading to other areas. it's quite severe. It's affecting my daily routine.
Psoriasis,Burning sensation on scaly red patches near my hairline and behind ears. I noticed this around 4 days back.
Cervical spondylosis,Stiff neck with grinding sensation and headaches starting from the back of head. it's mild but persistent. It started 5 days ago and hasn't improved.
Arthritis,My joints are stiff and painful especially in the morning and it takes hours to loosen up. it comes and goes. This is the first time I've had this.
diabetes,extreme thirst with frequent trips to bathroom and slow healing wounds. i'm quite worried about it. it started 8 days ago and hasn't improved. it's getting progressively worse.
Varicose veins,my legs cramp at night and twisted veins are becoming more prominent. it's mild but persistent. it started 4 days ago and hasn't improved.
Malaria,recurring fever every two days with shaking chills and body aches. this is the first time i've had this. i've been feeling this way for about 6 days.
Acne,red inflamed papules and pustules on cheeks with excess oil production. i've been feeling this way for about 12 days. it comes and goes.
Cervical spondylosis,Neck stiffness with reduced mobility and tingling in both hands. it fluctuates throughout the day. I noticed this around 10 days back. My appetite has decreased.
Impetigo,itchy red sores with golden crusts on the skin around my nose. i noticed this around 6 days back. my appetite has decreased.
Psoriasis,I noticed reddish spots with silvery buildup on my lower back and legs. It's affecting my daily routine. I've been feeling this way for about 4 days. it comes and goes.
Fungal infection,Itchy moist area in skin folds with reddish discoloration. This has been going on for 13 weeks now.
Bronchial Asthma,wheezing attacks with rapid breathing and inability to catch my breath. i've been feeling this way for about 5 days. it fluctuates throughout the day.
Common Cold,Stuffy nose with clear watery discharge and scratchy throat. I've been feeling this way for about 7 days. it's moderate in intensity. I also feel generally unwell.
Chicken pox,I have itchy red blisters all over my body with mild fever. I've been more tired than usual. I noticed this around 12 days back.
Jaundice,dark brown urine with jaundiced skin and tenderness below right ribs.
Psoriasis,there are raised inflamed lesions on my skin covered with whitish scales. i tried home remedies but nothing helps. it fluctuates throughout the day.
Bronchial Asthma,Shortness of breath with chest constriction and persistent dry cough. it's quite severe.
diabetes,i'm always thirsty urinating frequently and losing weight despite eating well. it's getting progressively worse. it started 13 days ago and hasn't improved.
Jaundice,my skin and eyes have turned yellow with dark urine and pale stools. the symptoms are worsening daily. i've been feeling this way for about 7 days.
Acne,Deep painful cysts under the skin with multiple blackheads on nose. I haven't been sleeping well because of this. it's quite severe. I noticed this around 12 days back.
diabetes,Constant fatigue with increased hunger frequent urination and blurry vision. My family member had similar symptoms. I've been feeling this way for about 9 days. it's moderate in intensity.
Hypertension,throbbing headache with visual disturbances and pounding heartbeat. i had something similar years ago. the symptoms are worsening daily.
allergy,Seasonal symptoms with runny nose itchy eyes and constant sneezing. My family member had similar symptoms. I've been feeling this way for about 10 days.
Chicken pox,i have itchy red blisters all over my body with mild fever. it comes and goes. this has been going on for 7 weeks now. my family member had similar symptoms.
allergy,Itchy red welts on skin with swelling and difficulty breathing. I noticed this around 4 days back. I also feel generally unwell.
Hypertension,I have frequent headaches dizziness and my blood pressure readings are high. I've been feeling this way for about 11 days. My appetite has decreased. it's getting progressively worse.
Arthritis,my knees and fingers are swollen tender and difficult to move. i had something similar years ago. it's moderate in intensity.
drug reaction,Allergic skin reaction with blistering after taking painkillers. I noticed this around 7 days back. it fluctuates throughout the day.
Dimorphic hemorrhoids(piles),swollen painful hemorrhoids that protrude during straining. the symptoms are worsening daily. i've been more tired than usual.
Malaria,High fever with rigors profuse sweating and extreme fatigue. I've been more tired than usual. the symptoms are worsening daily. I noticed this around 2 days back.
Migraine,unilateral throbbing headache with nausea vomiting and phonophobia. i've been feeling this way for about 12 days.
Dengue,fever with intense joint pain nausea vomiting and fatigue. i've been feeling this way for about 9 days.
Psoriasis,Burning sensation on scaly red patches near my hairline and behind ears. I've been more tired than usual. I noticed this around 4 days back.
Dimorphic hemorrhoids(piles),Swollen painful hemorrhoids that protrude during straining. it's moderate in intensity. I noticed this around 3 days back. I had something similar years ago.
Dengue,fever with intense joint pain nausea vomiting and fatigue. it's quite severe. i've been more tired than usual.
allergy,Seasonal symptoms with runny nose itchy eyes and constant sneezing. It started 6 days ago and hasn't improved.
Common Cold,stuffy nose with clear watery discharge and scratchy throat. it started 4 days ago and hasn't improved.
Jaundice,dark brown urine with jaundiced skin and tenderness below right ribs. this has been going on for 9 weeks now.
Fungal infection,i have circular red patches on my skin with raised edges that are itchy. i noticed this around 5 days back. it fluctuates throughout the day.
Cervical spondylosis,chronic neck pain with numbness and tingling in my fingers. it's moderate in intensity.
Typhoid,Week-long fever with coated tongue muscle pain and general malaise. My appetite has decreased. This has been going on for 4 weeks now. it's mild but persistent.
Malaria,High fever alternating with chills and sweats with body pain and nausea. My family member had similar symptoms. it comes and goes. I noticed this around 7 days back.
peptic ulcer disease,gnawing pain in upper abdomen with bloating nausea and vomiting. it comes and goes. i've been feeling this way for about 11 days.
Varicose veins,My legs cramp at night and twisted veins are becoming more prominent. This has been going on for 9 weeks now.
Fungal infection,Itchy moist area in skin folds with reddish discoloration. I've been feeling this way for about 6 days.
Dimorphic hemorrhoids(piles),rectal bleeding with itchy swollen tissue around the anal area. this has been going on for 10 weeks now. the symptoms are worsening daily. i also feel generally unwell.
Typhoid,Prolonged fever with stomach pain diarrhea and loss of appetite. I've been feeling this way for about 2 days.
gastroesophageal reflux disease,Acid reflux causing burning throat especially after heavy meals. it's getting progressively worse.
drug reaction,Red blotchy rash appeared hours after taking my new prescription. I noticed this around 5 days back. it's quite severe.
peptic ulcer disease,Burning pain between meals with bloating belching and poor appetite. I tried home remedies but nothing helps. I noticed this around 4 days back. it's moderate in intensity.
Malaria,recurring fever every two days with shaking chills and body aches. i've been feeling this way for about 4 days.
peptic ulcer disease,Gnawing pain in upper abdomen with bloating nausea and vomiting.
